Bug ID,Component,Assignee,text,time
1639,Build Config,briano,compiles ok links ok error messages browser displays compiled modzilla mozilla tar gz solaris built fine producing moz export m modzilla export m mainly lot libraries first build gtk glib setting display stuff modzilla_home tried run dist bin moz export dist bin modzilla export runs top reports enough swap space cpu usage gets high waiting time browser display sun openwin environment nothing happens error messgaes whatsoever thank comment brian ostrom pst soon get machine m assuming sparc x machine works well running builds ll get comment chris mcafee pst building look unix build page solaris hints and or post netscape public mozilla builds unix comment paul macquiddy pst old bug,1998-12-01 16:36:25 PST
1843,Build Config,mcafee,Build Fails conflicting return types nsBaseWidget Enumerator Next usr local gcc bin g o nscombobox o c dxp_unix g fpic duse_autoconf dmozilla_client dbroken_qsort dstdc_headers dhave_st_blksize dhave_st_rdev dhave_tzname dhave_dirent_h dstdc_headers dhave_sys_wait_h dtime_with_sys_time dhave_fcntl_h dhave_limits_h dhave_malloc_h dhave_strings_h dhave_unistd_h dhave_sys_file_h dhave_sys_ioctl_h dhave_sys_time_h dhave_sys_cdefs_h dhave_libc dhave_libm dhave_libdl dhave_libresolv dhave_libsocket dhave_libnsl dhave_libelf dhave_libintl dhave_libposix dhave_libw dhave_libl dhave_alloca_h dhave_alloca dhave_unistd_h dhave_getpagesize dhave_mmap dretsigtype void dhave_strcoll dhave_strftime dhave_utime_null dhave_vprintf dhave_ftime dhave_getcwd dhave_gethostname dhave_getwd dhave_mkdir dhave_mktime dhave_putenv dhave_rmdir dhave_select dhave_socket dhave_strcspn dhave_strdup dhave_strerror dhave_strspn dhave_strstr dhave_strtol dhave_strtoul dhave_uname dhave_qsort dhave_snprintf dhave_waitid dhave_fork dhave_remainder dhave_lchown dhave_gettimeofday dgettimeofday_two_args dhave_ios_binary dhave_ios_bin udebug dndebug dtrimmed dnetscape dostype sunos dmozilla_client dlayers dunix_embed dx_plugins djs_threadsafe dunix_async_dns dstandalone_image_lib dmodular_netlib dmoz_user_dir mozilla d_impl_ns_widget i dist include i dist include i include i u igb mozilla build include i dist public jpeg i dist public png i dist public zlib i widget src gtk xpwidgets i widget src gtk gtk i widget src gtk i usr openwin include i u igb mozilla build lib glib include i u igb mozilla build include i usr openwin include widget src gtk nscombobox cpp file included widget src gtk nswidget h widget src gtk nscombobox h widget src gtk nscombobox cpp widget src gtk xpwidgets nsbasewidget h conflicting return type specified virtual function class nsisupports nsbasewidget enumerator next dist include nsienumerator h overriding definition unsigned int nsienumerator next make nscombobox o error make leaving directory u igb mozilla mozilla obj sparc sun solaris widget src gtk make libs error make leaving directory u igb mozilla mozilla obj sparc sun solaris widget src make libs error make leaving directory u igb mozilla mozilla obj sparc sun solaris widget make libs error comment igb pst bug marked duplicate bug comment igb pst fixed later seen particular build issue come go comment igb pst s still quite got clean build yesterday n t know comment ramiro pst still problem re comment chris mcafee pst n t ready primetime solaris go back try egcs m using egcs solaris works pretty well far comment leger pst setting current open normal m comment paul macquiddy pst chris one also comment peter trudelle pdt reason d hold m retarget later comment chris mcafee pdt m comment chris mcafee pdt code looks ok main tinderboxes seem agree marking fixed please re open still seeing problem comment paul macquiddy pdt marking verified,1998-12-10 06:34:12 PST
1877,UI Design,davidm,FEATURE Javascript window screen implementation hi file following code try load nglayout geko fails load script language javascript window open index html alerts toolbar no location no directories no status yes menubar no scrollbars no resiz able no width eval screen width height eval screen height screenx screeny close parent script html html javascript error screen defined url file n alerts index html lineno line text null error text null thanks comment joki gone pst ve added screen object stop causing errors value returns still bogus though rick passing reminder need api screen info pass back re done comment leger pst setting current open critical major m comment pst changed platform os component apprunner rick figure whether nisheeth implement comment pst downgrade severity normal one comment paul macquiddy pst per leger assigning qa contacts open bugs without qa contacts according list http bugzilla mozilla org describecomponents cgi product browser comment leger pst setting qa contact rpotts since eng verify code fix comment pst changed component xpapps milestone m comment pdt re assigned davidm netscape com changed target milestone m comment davidm pdt implementing js objects really xpapp task n t mind someone points right direction would like know many objects fix make bug list comment davidm pdt n t get spammed comment pdt changed milestone m comment davidm pdt bug marked duplicate bug comment davidm pdt m comment davidm pdt filed bugs layout implimenting nsdevicecontextmac getdevicesurfacedimensions still figure determine chrome screen given window comment davidm pdt created attachment details prints screen values comment davidm pdt checked code avail functions currently return default values offsets hieght width mac gtk values garabage dependant bugs fixed still work strategy calculating window chrome location size moving m attached sample test file comment davidm pdt bug marked duplicate bug comment davidm pdt added dependency comment mike mccabe pdt bug marked duplicate bug comment davidm pdt going happen m lets try comment davidm pdt fix checked verified mac,1998-12-11 14:00:23 PST
1497,Build Config,briano,enable debug autoconf option work right use enable debug causes udebug dndebug dtrimmed ddebug undebug generated test program illustrate problem follows kstailey cheeta cat foo c include stdio h main ifdef foo printf foo n else printf bar n endif kstailey cheeta gcc dfoo foo c kstailey cheeta a out foo kstailey cheeta gcc dfoo ufoo foo c kstailey cheeta a out bar kstailey cheeta gcc ufoo dfoo foo c kstailey cheeta a out bar kstailey cheeta gcc dfoo ufoo dfoo foo c kstailey cheeta a out bar kstailey cheeta gcc version seems u takes precedence d matter order d u options look config config mk see ifdef use_autoconf optimizer defines udebug dndebug dtrimmed xbcflags else ifdef moz_debug ifdef use_autoconf optimizer defines ddebug undebug ddebug_ shell whoami dtracing else something like needed kstailey cheeta cvs diff u config mk index config mk rcs file cvsroot mozilla config config mk v retrieving revision diff u r config mk config mk config mk ifdef use_autoconf optimizer ifndef moz_debug defines udebug dndebug dtrimmed endif xbcflags else comment brian ostrom pst fixed revision config mk comment glynn pst build issue beppe netscape com set qa contact kstailey please regress advise fixed satisfaction comment rubydoo pst presuming kstailey disclosure com happy fix marking verified,1998-12-22 17:35:00 PST
909,Passwords & Permissions,morse,Confusing dialog box sure got right component mozilla nice feature think s new saves username password login sites works well one confirmation dialogs worded confusing manner confirmation dialog want save username password contained form x want remember decision ok cancel s unclear s going idea check box supposed understand purpose dialog box might something like clearer confirmation dialog want save username password form ask viewing page future ok cancel even confirmation dialog want save username password form yes skip never help comment paul macquiddy pst giving dp comment paul macquiddy pst per leger assigning qa contacts open bugs without qa contacts according list http bugzilla mozilla org describecomponents cgi product browser comment stephen p morse pst good suggestion however wording ask viewing page future must always ask user says wants save otherwise would security breach machine shared environment wording second message changed never save viewing page future comment paul macquiddy pst verify ui available comment paul macquiddy pdt attempting verify bug noticed statement question longer exists part never saving part longer relevant longer asking comment stephen p morse pdt user logs site n t want us save password probably never wants password saved site gives negative answer automatically remember site avoids confusing checkbox simplifies user s experience might bad decision perhaps resurect checkbox wording never save site currently done wallet still bit confusing checkbox checked presses ok ignore checkbox since s meaningless combination could say never save site time saying save time think resurect checkbox least consistent wallet reopen bug report change code trivial comment paul macquiddy pdt think simple user experience better probably odds user could delete site do n t remember list using display signon viewer comment stephen p morse pdt question ambiguous asking odds implement signon viewer ability odds user savvy enough use signon viewer former completed long ago course ca n t use yet pollmann brendan fix blocking bug currently making tabs inoperable latter ask german question comment paul macquiddy pdt former question since eventually implemented blocker bug fixed marking verified thanks comment stephen p morse pdt clarify eventually implemented implemented soon bug fixed able see comment paul macquiddy pdt ah semantics comment eli goldberg pst bulk move single signon component subsumed password cache comment github robot pst comment hidden offtopic commit pushed master github com mozilla olympia github com mozilla olympia commit e b f f ad d merge pull request magopian dont localize deletion emails to admins n t localize deletion emails sent admins bug,1998-12-28 16:37:53 PST
2041,Build Config,briano,HP UX configured shlib linking options configure in hp ux n t mentioned top level configure in comes setting dso_cflags dll_suffix dso_ldopts mkshlib variables s quick stab stick irix section around line top level configure in hpux test z gnu_cc dso_cflags z fi dll_suffix sl dso_ldopts b e l dist bin ldflags mkshlib ld dso_ldopts comment brian ostrom pst patch checked revision comment paul macquiddy pst marking verified,1999-01-04 15:56:55 PST
2042,Build Config,briano,Shared library suffix incorrectly assumed so several places appears several places mozilla tree assumed so possible shared library extension know dll pcs sl hp ux two exceptions look files client mk line make reference libnspr so configure in case statement omitted hp ux dso flags submitted separate bug report mozilla xpfe bootstrap nssetupregistry cpp many references so files various define _dll statements although cased pc mac s cased unix hp ux uses sl would recommend checking entire mozilla tree files containing so make sure shared library suffix independent comment chris mcafee pst client mk pc file fixing hard coded so stuff need logic file since n t include config mk d say put client mk change nspr probably needs built hand anyways yes so instances replaced dll_suffix comment leger pst setting current open normal m comment brian ostrom pst think fixed since m seeing problems nature hp ux bsd platforms let know m wrong,1999-01-04 16:01:09 PST
2350,MailNews: Account Configuration,racham,FEATURE Mult Accounts Signature support bug imported bugsplat netscape s internal bugsystem known bug http scopus netscape com bugsplat show_bug cgi id imported bugzilla would cool user could specify sig based whether outgoing mail sent internally within company externally perhaps could accomplished basing sig domain corresponded domain examples internal sig netscape jim race x netcenter pd quality assurance http webops qa external sig outsiders jim race netcenter product development quality assurance http home netscape com way provide information use audiences without changing prefs comment alec flett pst part identity system ll mail comment alec flett pst decided pool signatures choose send time identity default signature implementation still ways away comment alec flett pdt nsimsgsignature interface checked implementation yet comment alec flett pdt moving signatures way future comment alec flett pdt ugh really ought accept wo n t make m comment alec flett pdt going vacation mass moving m bugs m comment alec flett pdt moving low priority high risk time intensive bugs m comment alec flett pdt beta stopper comment phil peterson pdt bug marked duplicate bug comment matthew tuck codemachine pdt actually result signature appearing normal message current signature still show read only section bottom happen accidentally slightly edit sig change profile everything trashed insert issues accidentally inserting sequence comment alec flett pdt current signature functionality first beta prefs accountmanager get enter path sig file compose time signature inserted current message regular text edit please editing signature compose time change signature stored disk n t understand mean change profile comment matthew tuck codemachine pdt sorry profile account implied since change account sig would change way things intended go post b m trying work bug marked dupe one comment alec flett pdt b sig change change identities compose window ah think see bug s quite dupe think let s move bug discuss maybe ll unmark dupe comment phil peterson pst p per m n staff mtg today comment alec flett pst beta feature list pushing could use help comment selmer gone pdt feature bugs past m release marking m disagree action please help explain pdt comment lchiang pdt moving feature bugs target milestone future next release consideration comment alec flett pdt massive reassign account manager bugs sspitzer please feel free put back cc questions comments comment reading please use seth sspitzer org instead pst mass re assign account manager bugs racham comment sebastian sp th pst multiple sigs possible mailnews depending account write close oldie please propose file new bug appended sig changing changing accounts compose time issue comment mike young pst cleaning bugzilla bug fixed almost mozilla s existence signatures defined account by account basis marking fixed comment ninoschka baca pst verified fixed comment jim race pdt feel free mark closed jim originator still nscp comment peter lairo pdt bug n t seem fixed n t sig based whether outgoing mail sent internally within company externally pretty clear reporter wanted happen automatically pool signatures choose send time tying sigs accounts hack real solution see bug need ability select multiple signatures global per account therefore bug either wontfixed reopened comment peter lairo pst response comment bug wontfixed reopened definetely fixed,1999-01-14 10:54:13 PST
2240,Build Config,briano,configure in patch OpenBSD configure in configure in openbsd dso_ldopts bshareable x assert pure text dll_suffix so dso_cflags fpic dll_suffix so dso_ldopts shared h objdir dll_suffix dll_suffix mkshlib ld dso_ldopts test z cc e dm dev null grep __elf__ dso_ldopts bshareable usr lib c rt o fi test n librunpath dso_ldopts r librunpath dso_ldopts fi hpux begin configure in udiff gz m xl d_ec v o f n xn i f i ylp z _ba i qi f gnc bj l d o muy oolwu go xlb m remp _olc cr c e j _bu z k dkz o h f e er b k g iy q ou m bu j tpvv w wn e x mnw qw ix r bee m l gd m_i nl cs xfesk h c p x m z w udwpvssc g eeq l z mi c g h c _kf a e m c _ zz z pm _ n kf k p h v s p gwtru r h efl woyxz_h p kj vpj pij b j e kz j x f ykp wk w j acb t q_ th kq _x mh j b e l x v jslpy f isr gs gmt g e b hp x rk um oh arx h x end comment brian ostrom pst checked way test hope change dso_ldopts n t screw folks using comment paul macquiddy pst since one screamed months marking verified comment david krause pst setting correct os field,1999-01-20 15:31:09 PST
2626,Build Config,slamm,Toolkit hardcoded autoconf mk config autoconf mk tk_motif_libs tk_libs n t write logic makefiles says m motif use one link tk_libs done variables need reamed like picking tk_motif_libs comment steve lamm pst m comment steve lamm pst checked fix tk_motif_cflags tk_gtk_cflags tk_cflags tk_motif_libs tk_gtk_libs tk_libs,1999-01-26 13:11:39 PST
